dist,type,name,location,lng,lat,org,seat,a,b,c,d,dis,par
大安區,連鎖餐飲店,麥當勞台北光復店,臺北市大安區光復南路286號1F,121.557391,25.039795,台灣麥當勞餐廳股份有限公司台北光復南路分公司,1,0,1,0,0,1,0
大安區,連鎖餐飲店,摩斯漢堡光復店,臺北市大安區光復南路552號1F,121.557316,25.034750,安心食品服務股份有限公司光復分公司,1,0,1,0,0,0,0
大安區,連鎖餐飲店,麥當勞羅斯福店,臺北市大安區羅斯福路二段45號1F,121.522393,25.027721,台灣麥當勞餐廳股份有限公司羅斯福分公司,1,1,0,0,0,1,0
大安區,連鎖餐飲店,統一星巴克辛亥門市,臺北市大安區辛亥路二段175號,121.541072,25.021830,統一星巴克股份有限公司辛亥門市,1,0,1,0,0,0,0
大安區,連鎖餐飲店,統一星巴克興和門市,臺北市大安區復興南路二段275號,121.543647,25.025602,統一星巴克股份有限公司興和門市,1,0,1,0,0,0,0
大安區,連鎖餐飲店,爭鮮迴轉壽司科技店,臺北市大安區復興南路二段191號,121.543658,25.026934,爭鮮股份有限公司科技分公司,1,1,0,0,0,0,0
大安區,連鎖餐飲店,摩斯漢堡金山店,臺北市大安區金山南路二段121號,121.526792,25.030784,安心食品服務股份有限公司金山南路分公司,1,0,1,0,0,0,0
大安區,連鎖餐飲店,吉野家東門店,臺北市大安區金山南路二段9號,121.527350,25.034050,台灣吉野家股份有限公司東門分公司,1,0,1,0,0,0,0
大安區,連鎖餐飲店,摩斯漢堡信義通化店,臺北市大安區信義路四段304號1樓,121.554784,25.032964,安心食品服務股份有限公司信義通化分公司,1,0,1,0,0,0,0
大安區,連鎖餐飲店,西雅圖咖啡台大店,臺北市大安區新生南路三段88號,121.533337,25.018826,馥餘實業股份有限公司台大分公司,1,0,1,0,0,0,0
大安區,連鎖餐飲店,統一星巴克羅斯福路門市,臺北市大安區羅斯福路三段301號1F,121.531813,25.017893,統一星巴克股份有限公司克羅斯福門市,1,0,1,0,0,0,0
大安區,連鎖餐飲店,摩斯漢堡羅斯福路店,臺北市大安區羅斯福路三段233號1F,121.529796,25.019895,安心食品服務股份有限公司羅斯福路分公司,1,0,1,0,0,0,0
大安區,連鎖餐飲店,爭鮮迴轉壽司古亭店,臺北市大安區羅斯福路二段73號1F,121.521256,25.029539,爭鮮股份有限公司古亭分公司,1,1,0,0,0,0,0
大安區,連鎖餐飲店,摩斯漢堡新生店,"臺北市大安區新生南路一段161之1,9號1樓",121.533077,25.034490,安心食品服務股份有限公司新生店,1,0,1,0,0,0,0
大安區,機關,大安1號,臺北市大安區四維路6巷2號對面,121.548033,25.037060,臺北市政府環境保護局,1,0,1,0,0,0,0
大安區,機關,大安23號,臺北市大安區基隆路三段155巷182弄坡上(150弄臨44號右後方）,121.548401,25.013550,臺北市政府環境保護局,1,0,1,0,0,0,0
大安區,機關,大安2號,臺北市大安區瑞安街208巷47弄39號慈湄宮旁,121.541707,25.030005,臺北市政府環境保護局,1,0,1,0,0,0,0
大安區,機關,大安6號,臺北市大安區臨江街102之5號旁巷內,121.555036,25.029931,臺北市政府環境保護局,1,0,1,0,0,0,0
大安區,機關,大安7號,臺北市大安區臨江街106之2號市場內,121.554785,25.029983,臺北市政府環境保護局,1,0,1,0,0,0,0
大安區,機關,大安8號,臺北市大安區臨江街112巷旁市場內,121.555257,25.029933,臺北市政府環境保護局,1,0,1,0,0,0,0
大安區,機關,大安花市3號,臺北市大安區仁愛路與建國南路口高架橋下,121.538060,25.037046,臺北市政府環境保護局,1,0,1,0,0,0,0
大安區,機關,中正16號,臺北市大安區羅斯福路四段119巷66弄1號旁,121.539366,25.009220,臺北市政府環境保護局,1,0,1,0,0,0,0
大安區,醫院,國泰綜合醫院　　　　,臺北市大安區仁愛路四段280號,121.553682,25.036827,財團法人國泰綜合醫院,9,9,0,0,0,0,0
大安區,醫院,聯合醫院仁愛院區　　　　　,臺北市大安區仁愛路四段10號,121.545224,25.037512,臺北市立聯合醫院仁愛院區,19,19,0,0,0,3,1
大安區,醫院,中山醫院　　　　　,臺北市大安區仁愛路四段112巷11號,121.549967,25.036393,財團法人中山醫院,7,0,7,0,0,1,0
大安區,醫院,中心診所醫院　　　　　,臺北市大安區忠孝東路四段77號,121.547439,25.041770,中心診所醫療財團法人中心綜合醫院,4,4,0,0,0,1,0
大安區,醫院,宏恩醫院,臺北市大安區仁愛路四段71巷1號,121.547122,25.039750,宏恩醫療財團法人宏恩綜合醫院,3,0,3,0,0,0,0
大安區,醫院,秀傳醫院,臺北市大安區光復南路116巷1、3、5號,121.556833,25.043095,台北秀傳醫院,1,1,0,0,0,0,0
中山區,交通,進安公園地下停車場,臺北市中山區八德路二段158號B1-B3,121.537702,25.046182,進安公園地下停車場,1,0,1,0,0,1,0
中山區,交通,捷運松江南京站(松山新店線),臺北市中山區松江路126號B1,121.533077,25.051885,捷運松江南京站(松山新店線),5,5,0,0,0,1,0
中山區,交通,捷運中山國中站(文湖線),臺北市中山區復興北路376號,121.544215,25.060841,臺北大眾捷運股份有限公司捷運中山國中站,3,3,0,0,0,0,1
中山區,交通,市民大道地下停車場公中段,臺北市中山區公園路-中山北路間地下,121.518763,25.048429,臺北市停車管理工程處市民大道地下停車場公中段,4,0,4,0,0,1,0
中山區,交通,市民大道地下停車場中林段,臺北市中山區中山北路-林森北路間地下,121.522780,25.047881,臺北市停車管理工程處市民大道地下停車場中林段,2,2,0,0,0,1,0
中山區,交通,市民大道地下停車場林金段,臺北市中山區林森北路-金山北路間地下,121.527482,25.046906,臺北市停車管理工程處市民大道地下停車場林金段,8,8,0,0,0,0,3
中山區,交通,林森公園地下停車場,臺北市中山區南京東路-林森北路口中山14號公園地下,121.526444,25.052533,臺北市停車管理工程處林森公園地下停車場,6,1,5,0,0,0,0
中山區,交通,臺北第二果菜市場地下停車場(濱江),臺北市中山區民族東路336號B1,121.537226,25.068013,臺北第二果菜市場地下停車場(濱江),1,0,1,0,0,1,0
中山區,交通,市民大道地下停車場建復段,臺北市中山區市民大道建國南路復興南路段,121.541088,25.044638,市民大道地下停車場建復段,1,0,1,0,0,1,0
中山區,交通,大直計程車服務站,臺北市中山區北安路676號,121.549935,25.084421,大直計程車服務站,2,0,2,0,0,1,0
中山區,交通,中山計程車服務站,臺北市中山區新生北路三段市立美術館後,121.525693,25.071735,中山計程車服務站,3,0,3,0,0,1,1
中山區,交通,濱江國中地下停車場,臺北市中山區樂群二路266巷1號地下,121.561806,25.078575,臺北市停車管理工程處濱江國中地下停車場,3,0,3,0,0,1,0
中山區,交通,長安國小地下停車場,臺北市中山區吉林路15號B1,121.530356,25.049764,長安國小地下停車場,2,2,0,0,0,1,0
中山區,交通,榮星公園地下停車場(署),臺北市中山區建國北路三段39號B1,121.537425,25.064072,臺北市停車管理工程處榮星公園地下停車場,1,1,0,0,0,1,0
中山區,交通,捷運劍南路站(文湖線),臺北市中山區北安路798號,121.555462,25.084787,臺北大眾捷運股份有限公司捷運劍南路站,3,3,0,0,0,1,1
中山區,交通,捷運大直站(文湖線),臺北市中山區北安路534之1號,121.547078,25.079446,臺北大眾捷運股份有限公司捷運大直站,3,3,0,0,0,0,1
中山區,交通,永盛公園地下停車場,臺北市中山區中山北路二段93巷30號,121.524689,25.059163,臺北市停車管理工程處永盛公園地下停車場,1,0,1,0,0,0,0
中山區,交通,捷運松江南京站(新蘆線),臺北市中山區松江路126號B1,121.532951,25.052906,臺北大眾捷運股份有限公司捷運松江南京站,5,5,0,0,0,0,1
中山區,交通,捷運行天宮站(新蘆線),臺北市中山區松江路316號B1,121.533084,25.060552,臺北大眾捷運股份有限公司捷運行天宮站,3,3,0,0,0,3,1
中山區,交通,捷運中山國小站(新蘆線),臺北市中山區民權東路一段71號B1,121.527658,25.062655,臺北大眾捷運股份有限公司捷運中山國小站,4,4,0,0,0,0,1
中山區,文化育樂場所,臺北市立美術館,臺北市中山區中山北路三段181號,121.524686,25.072631,臺北市立美術館,15,15,0,0,0,2,3
中山區,觀光遊憩,忠烈祠,臺北市中山區北安路139號,121.533073,25.078801,忠烈祠,2,2,0,0,0,0,0
中山區,觀光遊憩,花博公園,臺北市中山區玉門街1號,121.520548,25.070634,臺北市政府產業發展局/財團法人臺北市會展產業發展基金會/臺北市政府原住民事務委員會,5,0,5,0,0,3,0
中山區,觀光遊憩,林安泰古厝,臺北市中山區濱江街5號林安泰古厝內,121.530361,25.071746,林安泰古厝,4,1,3,0,0,2,1
中山區,文化育樂場所,MAISON ACME圓山別邸,臺北市中山區中山北路三段181-1號,121.524532,25.073173,展美有限公司,1,0,1,0,0,0,0
中山區,觀光遊憩,樹火紀念紙博物館,臺北市中山區長安東路二段68號,121.534197,25.048348,樹火紀念紙博物館,2,0,2,0,0,0,0
中山區,觀光遊憩,袖珍博物館,臺北市中山區建國北路一段96號B1,121.536298,25.050391,袖珍博物館,1,1,0,0,0,0,0
中山區,觀光遊憩,台北戲棚,臺北市中山區中山北路二段113號,121.523254,25.060503,財團法人辜公亮文教基金會,0,0,0,0,0,0,0
中山區,文化育樂場所,光點臺北之家,臺北市中山區中山北路二段18號,121.522161,25.053279,臺北之家,1,1,0,0,0,1,0
中山區,文化育樂場所,蔡瑞月舞蹈研究社,臺北市中山區中山北路二段48巷10號,121.521986,25.055776,蔡瑞月舞蹈研究社,3,3,0,0,0,1,0
中山區,觀光遊憩,圓山風景區,臺北市中山區中山北路四段1巷圓山飯店右側停車場邊,121.528021,25.078441,臺北市政府工務局大地工程處,3,0,3,0,0,1,0
中山區,文化育樂場所,中山運動中心,臺北市中山區中山北路二段44巷2號,121.521531,25.054968,中國青年救國團,10,0,10,0,0,3,0
中山區,加油站,中油中崙加油站,臺北市中山區八德路二段214號,121.539601,25.046359,臺灣中油股份有限公司中崙站,2,2,0,0,0,0,0
中山區,加油站,中油新生北路加油站,臺北市中山區新生北路二段71號,121.528050,25.056552,臺灣中油股份有限公司新生北路站,1,1,0,0,0,1,0
中山區,加油站,中油吉林路加油站,臺北市中山區吉林路31號,121.530200,25.050893,臺灣中油股份有限公司吉林路站,1,1,0,0,0,0,0
中山區,加油站,中油大直加油站,臺北市中山區明水路661號,121.550653,25.084249,臺灣中油股份有限公司大直站,2,2,0,0,0,0,0
中山區,加油站,濱江加油站,臺北市中山區濱江街195號,121.539409,25.072918,濱江加油站,1,0,1,0,0,1,0
中山區,加油站,西歐大直橋加油站,臺北市中山區濱江街333號,121.547778,25.072675,西歐大直橋加油站,1,0,1,0,0,1,0
中山區,公園,榮星公園(署),臺北市中山區民權東路三段1號,121.538864,25.063371,公園路燈工程管理處圓山公園管理所榮星公園,9,9,0,0,0,2,1
中山區,公園,新生公園,臺北市中山區新生北路三段105號建國高架橋旁,121.539319,25.070776,公園路燈工程管理處圓山公園管理所新生公園,9,0,9,0,0,6,0
中山區,公園,朱崙公園(署),臺北市中山區龍江路45巷,121.541630,25.049296,公園路燈工程管理處圓山管理所朱崙公園,2,2,0,0,0,2,0
中山區,公園,一江公園,臺北市中山區一江街及松江路146號邊,121.531197,25.053518,公園路燈工程管理處圓山管理所一江公園,3,0,3,0,0,2,0
中山區,公園,民族公園,臺北市中山區民族東路新生北路口,121.527608,25.068483,公園路燈工程管理處圓山管理所民族公園,3,0,3,0,0,1,0
中山區,公園,劍潭公園,臺北市中山區中山北路四段劍潭公園,121.524493,25.080501,公園路燈工程管理處圓山公園管理所劍潭公園,2,0,2,0,0,1,0
中山區,公園,八二三砲戰紀念公園,臺北市中山區北安路中山北路四段交叉口,121.526797,25.076933,公燈處圓山管理所八二三砲戰紀念公園,1,0,1,0,0,0,0
中山區,公園,力行公園,臺北市中山區通北街118巷口,121.537118,25.085504,公園路燈工程管理處圓山公園管理所力行公園,1,0,1,0,0,1,0
中山區,公園,四平公園,臺北市中山區伊通街97之1,121.534612,25.053129,公園路燈工程管理處圓山公園管理所四平公園,1,0,1,0,0,1,0
中山區,公園,中山康樂公園(公園中山15號),臺北市中山區林森北路與南京東路一段交叉口,121.524911,25.053302,公園路燈工程管理處圓山公園管理所中山康樂公園(公園中山15號),3,0,3,0,0,1,0
中山區,公園,永直公園,臺北市中山區北安路608巷4弄底,121.550495,25.081731,公園路燈工程管理處圓山管理所永直公園,1,0,1,0,0,1,0
中山區,市場,公有長春市場(署),臺北市中山區長春路299號,121.542386,25.054769,臺北市市場處公有長春市場,2,2,0,0,0,0,0
中山區,市場,公有八德市場(署),臺北市中山區八德路二段108之1號,121.536320,25.045877,臺北市市場處公有八德市場,3,3,0,0,0,1,0
中山區,市場,公有中山市場(署),臺北市中山區長安西路3號,121.521077,25.050213,臺北市市場處公有中山市場,5,5,0,0,0,2,0
中山區,市場,公有大直市場(署),臺北市中山區北安路476號,121.545138,25.079657,臺北市市場處公有大直市場,1,1,0,0,0,0,0
中山區,市場,公有松江市場(署),臺北市中山區錦州街222號,121.532150,25.060217,臺北市市場處公有松江市場,1,1,0,0,0,1,0
中山區,市場,臺北民族漁市(署),臺北市中山區民族東路410巷2弄20號,121.536732,25.066674,臺北市市場處臺北民族漁市,2,0,2,0,0,1,0
中山區,市場,臺北第二果菜批發市場(濱江)(署),臺北市中山區民族東路336號,121.537226,25.068013,臺北農產運銷股份有限公司臺北第二果菜批發市場,17,4,13,0,0,3,0
中山區,綜合零售賣場,統一超商臺北市江東門市,臺北市中山區長安東路一段43號45-1號1樓,121.531752,25.048607,統一超商股份有限公司臺北市江東門市,1,0,1,0,0,0,0
中山區,綜合零售賣場,新光三越台北南京店,臺北市中山區南京西路12號,121.521187,25.052307,新光三越百貨股份有限公司台北南西店,30,30,0,0,0,6,4
中山區,綜合零售賣場,統一超商臺北市新晴光門市,臺北市中山區雙城街30號,121.524291,25.065879,統一超商臺北市新晴光門市,1,0,1,0,0,0,0
中山區,綜合零售賣場,誠品生活南西店,臺北市中山區南京西路14號,121.520656,25.052219,誠品生活股份有限公司,11,11,0,0,0,0,4
中山區,綜合零售賣場,全家便利商店臺北市濱江店,臺北市中山區建國北路三段111號,121.536026,25.066366,全家便利商店股份有限公司,1,0,1,0,0,0,0
中山區,綜合零售賣場,玩具反斗城臺北新生店,臺北市中山區新生北路二段28巷1號1樓,121.527097,25.054104,台灣玩具反斗城貿易股份有限公司玩具反斗城臺北新生店,3,0,3,0,0,1,0
中山區,綜合零售賣場,家樂福便利購超市台北錦洲分公司,臺北市中山區錦州街276號,121.534988,25.060244,家樂福便利購超市台北錦洲分公司,2,0,2,0,0,0,0
中山區,綜合零售賣場,大潤發中崙店,臺北市中山區八德路二段308號B2(CITY LINK大樓),121.542606,25.047119,大潤發流通事業股份有限公司中崙分公司客服部,6,0,6,0,0,1,1
中山區,綜合零售賣場,美麗華百樂園,臺北市中山區敬業三路20號,121.557293,25.082837,美麗華城市發展股份有限公司,26,26,0,0,0,4,7
中山區,綜合零售賣場,統一超商臺北市稻江門市,臺北市中山區新生北路三段35號,121.528053,25.064976,統一超商股份有限公司臺北市稻江門市,1,0,1,0,0,0,0
中山區,綜合零售賣場,統一超商臺北市吉林門市,臺北市中山區吉林路209號1樓2樓,121.530377,25.060280,統一超商股份有限公司臺北市吉林門市,1,0,1,0,0,0,0
中山區,綜合零售賣場,統一超商臺北市鑫東一門市,臺北市中山區一江街11號13號,121.531597,25.051165,統一超商股份有限公司臺北市鑫東一門市,1,0,1,0,0,0,0
中山區,綜合零售賣場,欣欣百貨,臺北市中山區林森北路247號,121.525601,25.054210,欣欣百貨,5,5,0,0,0,1,0
中山區,宗教,行天宮　　　,臺北市中山區民權東路二段109號,121.533633,25.062824,財團法人台北行天宮,2,0,2,0,0,0,0
中山區,宗教,臨濟護國禪寺,臺北市中山區玉門街9號,121.520858,25.072551,財團法人臺北市臨濟護國禪寺,1,0,1,0,0,0,0
中山區,宗教,慧日講堂,臺北市中山區朱崙街36號,121.541376,25.049928,慧日講堂,2,0,2,0,0,2,0
中山區,宗教,中庄仔福德宮,臺北市中山區吉林路236巷35號,121.528941,25.059398,財團法人臺北市中庄仔福德宮,1,0,1,0,0,0,0
中山區,機關,中山區戶政事務所,臺北市中山區松江路367號2樓,121.533556,25.064455,臺北市中山區戶政事務所,2,2,0,0,0,0,2
中山區,機關,第一殯儀館,臺北市中山區民權東路二段145號,121.535723,25.062648,臺北市殯葬管理處 第一殯儀館,11,11,0,0,0,2,1
中山區,機關,林森公園康樂區民活動中心(署),臺北市中山區南京東路一段35號2樓,121.526958,25.052145,臺北市中山區公所,3,3,0,0,0,1,0
中山區,機關,中山區劍潭里區民活動中心,臺北市中山區通北街143號,121.538000,25.084993,中山區公所民政課劍潭里區民活動中心,2,2,0,0,0,1,0
中山區,機關,中山地政事務所,臺北市中山區松江路357巷1號1樓,121.534167,25.063559,臺北市中山地政事務所,6,6,0,0,0,1,0
中山區,機關,中山區健康服務中心,臺北市中山區松江路367號7樓,121.533556,25.064455,中山區清潔隊,2,2,0,0,0,0,0
中山區,機關,臺北市立圖書館中山分館,臺北市中山區松江路367號8樓,121.533556,25.064455,臺北市立圖書館中山分館,2,2,0,0,0,0,0
中山區,機關,臺北市立圖書館長安分館,臺北市中山區長安西路3號4樓,121.521077,25.050213,臺北市立圖書館長安分館,2,2,0,0,0,0,0
中山區,機關,臺北市立圖書館大直分館,臺北市中山區大直街25號3、4、5樓,121.546687,25.081850,臺北市立圖書館大直分館,6,0,6,0,0,0,0
中山區,機關,國稅局中南稽徵所,臺北市中山區松江路219號,121.533394,25.057660,財政部臺北國稅局中南稽徵所,7,7,0,0,0,0,0
中山區,機關,國稅局松山分局,臺北市中山區南京東路三段131號4樓,121.540676,25.052141,財政部臺北國稅局松山分局,4,4,0,0,0,1,0
中山區,機關,臺北市動產質借處中山分處,臺北市中山區長安西路3號6樓,121.520754,25.050021,臺北市動產質借處中山分處,2,2,0,0,0,0,0
中山區,機關,中山社福中心,臺北市中山區合江街137號,121.539347,25.061611,中山社福中心,2,2,0,0,0,0,0
中山區,機關,中山分局,臺北市中山區中山北路段1號,121.522830,25.052625,臺北市政府警察局中山分局,1,0,1,0,0,0,0
中山區,機關,大直派出所,臺北市中山區北安路456號,121.544149,25.079512,臺北市政府警察局大直派出所,1,0,1,0,0,0,0
中山區,機關,民權一派出所,臺北市中山區新生北路二段127號之1,121.527936,25.059882,臺北市政府警察局民權一派出所,1,0,1,0,0,0,0
中山區,機關,長春路派出所,臺北市中山區長春路206號,121.536099,25.054615,臺北市政府警察局長春路派出所,1,0,1,0,0,0,0
中山區,機關,建國派出所,臺北市中山區民族東路284號,121.536047,25.068007,臺北市政府警察局建國派出所,1,0,1,0,0,0,0
中山區,機關,圓山派出所,臺北市中山區中山北路三段62號,121.523684,25.073240,臺北市政府警察局圓山派出所,1,0,1,0,0,0,0
中山區,機關,臺北自來水事業處北區營業分處,臺北市中山區長安西路3號2樓,121.521077,25.050213,臺北自來水事業處北區營業分處,2,2,0,0,0,0,0
中山區,機關,中山區公所,臺北市中山區松江路367號,121.533556,25.064455,臺北市中山區公所,6,6,0,0,0,0,4
中山區,機關,臺北市稅捐稽徵處中北分處,臺北市中山區松江路367號3樓,121.533556,25.064455,臺北市稅捐稽徵處中北分處,2,2,0,0,0,0,0
中山區,機關,臺北市立圖書館恆安民眾閱覽室,臺北市中山區民權東路一段71巷19號,121.527172,25.063360,臺北市立圖書館恆安民眾閱覽室,8,0,8,0,0,1,0
中山區,機關,國稅局中北稽徵所,臺北市中山區松江路219號,121.533394,25.057660,財政部臺北國稅局中北稽徵所,8,8,0,0,0,1,1
中山區,連鎖餐飲店,頂呱呱大同店,臺北市中山區民權西路54之1號1樓,121.520470,25.062618,吟桂股份有限公司頂呱呱大同分公司,1,0,1,0,0,0,0
中山區,連鎖餐飲店,彭園湘菜館(林森店),臺北市中山區林森北路380號2、3樓,121.525387,25.058361,彭園湘菜館有限公司,3,1,2,0,0,0,0
中山區,連鎖餐飲店,統一星巴克馬偕門市,"臺北市中山區民生西路7號1,2樓",121.521663,25.057958,統一星巴克股份有限公司馬偕門市,1,0,1,0,0,0,0
中山區,連鎖餐飲店,天廚菜館,臺北市中山區南京西路1號2～4樓,121.522136,25.052410,天廚菜館,2,0,2,0,0,0,0
中山區,連鎖餐飲店,摩斯漢堡民權西路店,臺北市中山區民權西路25號1樓,121.521502,25.063014,安心食品服務股份有限公司民權西路分公司,1,0,1,0,0,0,0
中山區,連鎖餐飲店,三商巧福民權分公司,臺北市中山區民權西路45號,121.520962,25.063025,三商行股份有限公司民權分公司,1,0,1,0,0,0,0
中山區,連鎖餐飲店,欣葉餐廳,臺北市中山區雙城街34號,121.524245,25.066621,欣葉餐廳,2,0,2,0,0,0,0
中山區,連鎖餐飲店,統一星巴克松江門市,臺北市中山區松江路206號1樓,121.532821,25.057683,統一星巴克股份有限公司松江門市,1,1,0,0,0,0,0
中山區,連鎖餐飲店,吉野家吉林分公司,臺北市中山區吉林路36號1樓,121.529949,25.051665,臺灣吉野家股份有限公司吉林分公司,2,0,2,0,0,1,0
中山區,連鎖餐飲店,摩斯漢堡吉林分公司,臺北市中山區吉林路27號1樓,121.530192,25.050771,安心食品服務股份有限公司吉林分公司,1,0,1,0,0,0,0
中山區,連鎖餐飲店,海霸王(北區),臺北市中山區中山北路三段59號,121.523226,25.068714,海霸王(北區),6,0,6,0,0,0,0
中山區,連鎖餐飲店,臺北時代廣場,臺北市中山區樂群二路265巷18號,121.560638,25.080524,臺北時代廣場管理委員會,6,6,0,0,0,2,0
中山區,連鎖餐飲店,王品台塑牛排館中山分公司,臺北市中山區中山北路二段33號2樓,121.522842,25.053301,王品餐飲股份有限公司王品台北中山北分公司,1,1,0,0,0,0,0
中山區,連鎖餐飲店,麥當勞林森一店,"臺北市中山區南京東路一段86號1,2樓",121.525573,25.051815,台灣麥當勞餐廳股份有限公司林森Ⅰ分公司,1,0,1,0,0,1,0
中山區,連鎖餐飲店,摩斯漢堡林森店,"臺北市中山區林森北路140號1,2樓",121.525096,25.051558,安心食品服務股份有限公司林森分公司,1,0,1,0,0,0,0
中山區,連鎖餐飲店,摩斯漢堡台北中山店,"臺北市中山區中山北路二段9號1樓,9之1號1樓",121.522933,25.052719,安心食品服務股份有限公司台北中山分公司,1,0,1,0,0,0,0
中山區,連鎖餐飲店,摩斯漢堡中北二店,臺北市中山區中山北路二段76號1樓,121.522587,25.057146,安心食品服務股份有限公司中北二分公司,1,0,1,0,0,0,0
中山區,連鎖餐飲店,摩斯漢堡民權店,臺北市中山區民權東路三段5號1樓,121.541173,25.062570,安心食品服務股份有限公司民權分公司,1,0,1,0,0,0,0
中山區,連鎖餐飲店,麥當勞長春店,臺北市中山區長春路172號,121.533823,25.054580,台灣麥當勞餐廳股份有限公司長春分公司,1,0,1,0,0,0,0
中山區,連鎖餐飲店,摩斯漢堡長春松江店,臺北市中山區長春路149之1號,121.532839,25.054509,安心食品服務股份有限公司松江分公司,1,0,1,0,0,0,0
中山區,連鎖餐飲店,肯德基中山分公司,臺北市中山區南京東路三段222號1至3樓,121.543758,25.051703,怡和餐飲股份有限公司台北中山一分公司,1,0,1,0,0,0,0
中山區,連鎖餐飲店,摩斯漢堡康華店,臺北市中山區松江路274號,121.532782,25.059789,安心食品服務股份有限公司康華分公司,1,0,1,0,0,0,0
中山區,連鎖餐飲店,西堤牛排南京東分公司,臺北市中山區南京東路二段11號2樓,121.527892,25.052435,王品餐飲股份有限公司西堤台北南京東分公司,1,1,0,0,0,0,0
中山區,連鎖餐飲店,爭鮮迴轉壽司伊通店,臺北市中山區南京東路二段174號2樓,121.534839,25.051974,爭鮮股份有限公司伊通分公司,1,0,1,0,0,0,0
中山區,連鎖餐飲店,陶板屋台北南京東店,臺北市中山區南京東路二段178號2樓,121.535053,25.052246,王品餐飲股份有限公司陶板屋台北南京東分公司,1,0,1,0,0,1,0
中山區,連鎖餐飲店,摩斯漢堡南東店,臺北市中山區南京東路三段116號,121.540074,25.052188,安心食品服務股份有限公司南東分公司,1,0,1,0,0,0,0
中山區,連鎖餐飲店,摩斯漢堡實踐大學店,臺北市中山區大直街59號,121.546383,25.083850,安心食品服務股份有限公司實踐大學分公司,1,0,1,0,0,0,0
中山區,連鎖餐飲店,摩斯漢堡北安店,臺北市中山區北安路586號,121.548786,25.081459,安心食品服務股份有限公司北安分公司,1,0,1,0,0,0,0
中山區,連鎖餐飲店,麥當勞台北北安店,臺北市中山區北安路626號,121.549194,25.083014,台灣麥當勞餐廳股份有限公司台北北安分公司,1,0,1,0,0,0,0
中山區,連鎖餐飲店,三商巧福伊通店,臺北市中山區伊通街41之3號,121.534946,25.051196,三商行股份有限公司伊通分公司,1,0,1,0,0,0,0
中山區,連鎖餐飲店,肯德基雙連店,臺北市中山區民生西路9號,121.521578,25.057961,怡和餐飲股份有限公司台北雙連分公司,1,0,1,0,0,0,0
中山區,連鎖餐飲店,麥當勞民權三店,臺北市中山區民權西路68號,121.519716,25.062641,台灣麥當勞餐廳股份有限公司民權三分公司,1,0,1,0,0,1,0
中山區,連鎖餐飲店,統一星巴克林森門市,臺北市中山區林森北路247號1樓,121.525698,25.054443,統一星巴克股份有限公司林森門市,1,1,0,0,0,1,0
中山區,連鎖餐飲店,麥當勞林森三店,臺北市中山區林森北路413號1樓,121.525762,25.060002,台灣麥當勞餐廳股份有限公司林森三分公司,1,0,1,0,0,1,0
中山區,連鎖餐飲店,摩斯漢堡民權林森店,"臺北市中山區民權東路一段76號1,2樓",121.525397,25.062646,安心食品服務股份有限公司民權林森分公司,1,0,1,0,0,0,0
中山區,連鎖餐飲店,拿坡里龍江店,臺北市中山區龍江路303號,121.540868,25.061110,拿帕里股份有限公司龍江分公司,1,0,1,0,0,1,0
中山區,連鎖餐飲店,丹堤咖啡民權行天宮店,臺北市中山區民權東路二段148號,121.534195,25.062199,丹堤咖啡食品股份有限公司民權行天宮分公司,1,0,1,0,0,0,0
中山區,連鎖餐飲店,統一星巴克龍權門市,臺北市中山區民權東路三段22號1樓,121.540375,25.062160,統一星巴克股份有限公司龍權門市,1,1,0,0,0,0,0
中山區,連鎖餐飲店,統一星巴克民權門市,臺北市中山區民權東路三段88號,121.543980,25.061985,統一星巴克股份有限公司民權門市,1,1,0,0,0,0,0
中山區,連鎖餐飲店,西雅圖咖啡榮星分公司,臺北市中山區民權東路三段3號1樓,121.541083,25.062626,馥餘實業股份有限公司西雅圖榮星分公司,1,0,1,0,0,0,0
中山區,連鎖餐飲店,三商巧福民權二分公司,臺北市中山區民權東路三段11號1樓,121.541362,25.062607,三商行股份有限公司民權二分公司,1,0,1,0,0,0,0
中山區,連鎖餐飲店,麥當勞台北民權二店,臺北市中山區民權東路二段43號1-2樓,121.530440,25.062840,台灣麥當勞餐廳股份有限公司台北民權二分公司,2,0,2,0,0,0,0
中山區,機關,中山14號,臺北市中山區中山北路三段圓山派出所高架橋下（中山北路3段往大直慢車道高架橋下）,121.522729,25.068485,臺北市政府環境保護局,1,0,1,0,0,0,0
中山區,機關,中山23號,臺北市中山區北安路729巷附近往自強遂道機慢車道旁登山步道入口左側進入60公尺,121.550550,25.086345,臺北市政府環境保護局,1,0,1,0,0,0,0
中山區,機關,中山8號,臺北市中山區北安路805巷6號劍潭古寺旁,121.555828,25.086312,臺北市政府環境保護局,1,0,1,0,0,0,0
中山區,機關,中山9號,臺北市中山區龍江路179巷15之5號旁,121.541511,25.055237,臺北市政府環境保護局,1,0,1,0,0,0,0
中山區,機關,中山公園1號,臺北市中山區中山北路四段圓山早覺會圓通巖旁,121.529049,25.081534,臺北市政府環境保護局,1,0,1,0,0,0,0
中山區,機關,中山公園2號,臺北市中山區中山北路四段圓山早覺會71巷2弄5號圖書室旁,121.526560,25.080835,臺北市政府環境保護局,1,0,1,0,0,0,0
